-0.000222,-0.000222,0.0003996,8.88E-05,-0.000222,-0.000222,0.0003996
-0.000799201,-0.000799201,0.001998002,0.000599401,-0.000799201,-0.000799201,0.000599401
-0.000999001,-0.000999001,0.003663004,0.001332001,-0.000999001,-0.000999001,-0.000999001
-0.000111,-0.000111,8.33E-05,-0.000111,8.33E-05,8.33E-05,8.33E-05
-0.0001665,-0.0001665,0.0001665,-0.0001665,0.0001665,0.0001665,0
-8.33E-05,-8.33E-05,0.000111,-8.33E-05,0.000111,0.000111,-8.33E-05
-0.0001665,-0.0001665,0.0001665,-0.0001665,0.0001665,0,0.0001665
-0.000333,-0.000333,0.000444,-0.000333,0.000444,5.55E-05,5.55E-05
-0.000222,-0.000222,0.0003996,-0.000222,0.0003996,8.88E-05,-0.000222
-8.33E-05,-8.33E-05,0.000111,-8.33E-05,0.000111,-8.33E-05,0.000111
-0.000222,-0.000222,0.0003996,-0.000222,0.0003996,-0.000222,8.88E-05
-0.0001998,-0.0001998,0.0004995,-0.0001998,0.0004995,-0.0001998,-0.0001998
-0.0001665,-0.0001665,0.0001665,-0.0001665,0,0.0001665,0.0001665
-0.000333,-0.000333,0.000444,-0.000333,5.55E-05,0.000444,5.55E-05
-0.000222,-0.000222,0.0003996,-0.000222,8.88E-05,0.0003996,-0.000222
-0.000333,-0.000333,0.000444,-0.000333,5.55E-05,5.55E-05,0.000444
-0.000888001,-0.000888001,0.001598402,-0.000888001,0.0003552,0.0003552,0.0003552
-0.000799201,-0.000799201,0.001998002,-0.000799201,0.000599401,0.000599401,-0.000799201
-0.000222,-0.000222,0.0003996,-0.000222,8.88E-05,-0.000222,0.0003996
-0.000799201,-0.000799201,0.001998002,-0.000799201,0.000599401,-0.000799201,0.000599401
-0.000999001,-0.000999001,0.003663004,-0.000999001,0.001332001,-0.000999001,-0.000999001
-8.33E-05,-8.33E-05,0.000111,-8.33E-05,-8.33E-05,0.000111,0.000111
-0.000222,-0.000222,0.0003996,-0.000222,-0.000222,0.0003996,8.88E-05
-0.0001998,-0.0001998,0.0004995,-0.0001998,-0.0001998,0.0004995,-0.0001998
-0.000222,-0.000222,0.0003996,-0.000222,-0.000222,8.88E-05,0.0003996
-0.000799201,-0.000799201,0.001998002,-0.000799201,-0.000799201,0.000599401,0.000599401
-0.000999001,-0.000999001,0.003663004,-0.000999001,-0.000999001,0.001332001,-0.000999001
-0.0001998,-0.0001998,0.0004995,-0.0001998,-0.0001998,-0.0001998,0.0004995
-0.000999001,-0.000999001,0.003663004,-0.000999001,-0.000999001,-0.000999001,0.001332001
-0.001831502,-0.001831502,0.010989011,-0.001831502,-0.001831502,-0.001831502,-0.001831502
-0.0003996,-0.0003996,-8.88E-05,0.000222,0.000222,0.000222,0.000222
-0.000444,-0.000444,-5.55E-05,0.000333,0.000333,0.000333,-5.55E-05
-0.0001665,-0.0001665,0,0.0001665,0.0001665,0.0001665,-0.0001665
-0.000444,-0.000444,-5.55E-05,0.000333,0.000333,-5.55E-05,0.000333
-0.000666001,-0.000666001,0,0.000666001,0.000666001,0,0
-0.000333,-0.000333,5.55E-05,0.000444,0.000444,5.55E-05,-0.000333
-0.0001665,-0.0001665,0,0.0001665,0.0001665,-0.0001665,0.0001665
-0.000333,-0.000333,5.55E-05,0.000444,0.000444,-0.000333,5.55E-05
-0.000222,-0.000222,8.88E-05,0.0003996,0.0003996,-0.000222,-0.000222
-0.000444,-0.000444,-5.55E-05,0.000333,-5.55E-05,0.000333,0.000333
-0.000666001,-0.000666001,0,0.000666001,0,0.000666001,0
-0.000333,-0.000333,5.55E-05,0.000444,5.55E-05,0.000444,-0.000333
-0.000666001,-0.000666001,0,0.000666001,0,0,0.000666001
-0.001332001,-0.001332001,0.000222,0.001776002,0.000222,0.000222,0.000222
-0.000888001,-0.000888001,0.0003552,0.001598402,0.0003552,0.0003552,-0.000888001
-0.000333,-0.000333,5.55E-05,0.000444,5.55E-05,-0.000333,0.000444
-0.000888001,-0.000888001,0.0003552,0.001598402,0.0003552,-0.000888001,0.0003552
-0.000799201,-0.000799201,0.000599401,0.001998002,0.000599401,-0.000799201,-0.000799201
-0.0001665,-0.0001665,0,0.0001665,-0.0001665,0.0001665,0.0001665
-0.000333,-0.000333,5.55E-05,0.000444,-0.000333,0.000444,5.55E-05
-0.000222,-0.000222,8.88E-05,0.0003996,-0.000222,0.0003996,-0.000222
-0.000333,-0.000333,5.55E-05,0.000444,-0.000333,5.55E-05,0.000444
-0.000888001,-0.000888001,0.0003552,0.001598402,-0.000888001,0.0003552,0.0003552
-0.000799201,-0.000799201,0.000599401,0.001998002,-0.000799201,0.000599401,-0.000799201
-0.000222,-0.000222,8.88E-05,0.0003996,-0.000222,-0.000222,0.0003996
-0.000799201,-0.000799201,0.000599401,0.001998002,-0.000799201,-0.000799201,0.000599401
-0.000999001,-0.000999001,0.001332001,0.003663004,-0.000999001,-0.000999001,-0.000999001
-0.000444,-0.000444,-5.55E-05,-5.55E-05,0.000333,0.000333,0.000333
-0.000666001,-0.000666001,0,0,0.000666001,0.000666001,0
-0.000333,-0.000333,5.55E-05,5.55E-05,0.000444,0.000444,-0.000333
-0.000666001,-0.000666001,0,0,0.000666001,0,0.000666001
-0.001332001,-0.001332001,0.000222,0.000222,0.001776002,0.000222,0.000222
-0.000888001,-0.000888001,0.0003552,0.0003552,0.001598402,0.0003552,-0.000888001
-0.000333,-0.000333,5.55E-05,5.55E-05,0.000444,-0.000333,0.000444
-0.000888001,-0.000888001,0.0003552,0.0003552,0.001598402,-0.000888001,0.0003552
-0.000799201,-0.000799201,0.000599401,0.000599401,0.001998002,-0.000799201,-0.000799201
-0.000666001,-0.000666001,0,0,0,0.000666001,0.000666001
-0.001332001,-0.001332001,0.000222,0.000222,0.000222,0.001776002,0.000222
-0.000888001,-0.000888001,0.0003552,0.0003552,0.0003552,0.001598402,-0.000888001
-0.001332001,-0.001332001,0.000222,0.000222,0.000222,0.000222,0.001776002
-0.003552004,-0.003552004,0.001420801,0.001420801,0.001420801,0.001420801,0.001420801
-0.003196803,-0.003196803,0.002397602,0.002397602,0.002397602,0.002397602,-0.003196803
-0.000888001,-0.000888001,0.0003552,0.0003552,0.0003552,-0.000888001,0.001598402
-0.003196803,-0.003196803,0.002397602,0.002397602,0.002397602,-0.003196803,0.002397602
-0.003996004,-0.003996004,0.005328005,0.005328005,0.005328005,-0.003996004,-0.003996004
-0.000333,-0.000333,5.55E-05,5.55E-05,-0.000333,0.000444,0.000444
-0.000888001,-0.000888001,0.0003552,0.0003552,-0.000888001,0.001598402,0.0003552
-0.000799201,-0.000799201,0.000599401,0.000599401,-0.000799201,0.001998002,-0.000799201
-0.000888001,-0.000888001,0.0003552,0.0003552,-0.000888001,0.0003552,0.001598402
-0.003196803,-0.003196803,0.002397602,0.002397602,-0.003196803,0.002397602,0.002397602
-0.003996004,-0.003996004,0.005328005,0.005328005,-0.003996004,0.005328005,-0.003996004
-0.000799201,-0.000799201,0.000599401,0.000599401,-0.000799201,-0.000799201,0.001998002
-0.003996004,-0.003996004,0.005328005,0.005328005,-0.003996004,-0.003996004,0.005328005
-0.007326007,-0.007326007,0.018315018,0.018315018,-0.007326007,-0.007326007,-0.007326007
-0.0001665,-0.0001665,0,-0.0001665,0.0001665,0.0001665,0.0001665
-0.000333,-0.000333,5.55E-05,-0.000333,0.000444,0.000444,5.55E-05
-0.000222,-0.000222,8.88E-05,-0.000222,0.0003996,0.0003996,-0.000222
-0.000333,-0.000333,5.55E-05,-0.000333,0.000444,5.55E-05,0.000444
-0.000888001,-0.000888001,0.0003552,-0.000888001,0.001598402,0.0003552,0.0003552
-0.000799201,-0.000799201,0.000599401,-0.000799201,0.001998002,0.000599401,-0.000799201
-0.000222,-0.000222,8.88E-05,-0.000222,0.0003996,-0.000222,0.0003996
-0.000799201,-0.000799201,0.000599401,-0.000799201,0.001998002,-0.000799201,0.000599401
-0.000999001,-0.000999001,0.001332001,-0.000999001,0.003663004,-0.000999001,-0.000999001
-0.000333,-0.000333,5.55E-05,-0.000333,5.55E-05,0.000444,0.000444
-0.000888001,-0.000888001,0.0003552,-0.000888001,0.0003552,0.001598402,0.0003552
-0.000799201,-0.000799201,0.000599401,-0.000799201,0.000599401,0.001998002,-0.000799201
-0.000888001,-0.000888001,0.0003552,-0.000888001,0.0003552,0.0003552,0.001598402
-0.003196803,-0.003196803,0.002397602,-0.003196803,0.002397602,0.002397602,0.002397602
-0.003996004,-0.003996004,0.005328005,-0.003996004,0.005328005,0.005328005,-0.003996004
-0.000799201,-0.000799201,0.000599401,-0.000799201,0.000599401,-0.000799201,0.001998002
-0.003996004,-0.003996004,0.005328005,-0.003996004,0.005328005,-0.003996004,0.005328005
-0.007326007,-0.007326007,0.018315018,-0.007326007,0.018315018,-0.007326007,-0.007326007
-0.000222,-0.000222,8.88E-05,-0.000222,-0.000222,0.0003996,0.0003996
-0.000799201,-0.000799201,0.000599401,-0.000799201,-0.000799201,0.001998002,0.000599401
-0.000999001,-0.000999001,0.001332001,-0.000999001,-0.000999001,0.003663004,-0.000999001
-0.000799201,-0.000799201,0.000599401,-0.000799201,-0.000799201,0.000599401,0.001998002
-0.003996004,-0.003996004,0.005328005,-0.003996004,-0.003996004,0.005328005,0.005328005
-0.007326007,-0.007326007,0.018315018,-0.007326007,-0.007326007,0.018315018,-0.007326007
-0.000999001,-0.000999001,0.001332001,-0.000999001,-0.000999001,-0.000999001,0.003663004
-0.007326007,-0.007326007,0.018315018,-0.007326007,-0.007326007,-0.007326007,0.018315018
-0.021978022,-0.021978022,0.131868132,-0.021978022,-0.021978022,-0.021978022,-0.021978022
-0.000111,-0.000111,-0.000111,8.33E-05,8.33E-05,8.33E-05,8.33E-05
-0.0001665,-0.0001665,-0.0001665,0.0001665,0.0001665,0.0001665,0
-8.33E-05,-8.33E-05,-8.33E-05,0.000111,0.000111,0.000111,-8.33E-05
-0.0001665,-0.0001665,-0.0001665,0.0001665,0.0001665,0,0.0001665
-0.000333,-0.000333,-0.000333,0.000444,0.000444,5.55E-05,5.55E-05
-0.000222,-0.000222,-0.000222,0.0003996,0.0003996,8.88E-05,-0.000222
-8.33E-05,-8.33E-05,-8.33E-05,0.000111,0.000111,-8.33E-05,0.000111
-0.000222,-0.000222,-0.000222,0.0003996,0.0003996,-0.000222,8.88E-05
-0.0001998,-0.0001998,-0.0001998,0.0004995,0.0004995,-0.0001998,-0.0001998
-0.0001665,-0.0001665,-0.0001665,0.0001665,0,0.0001665,0.0001665
-0.000333,-0.000333,-0.000333,0.000444,5.55E-05,0.000444,5.55E-05
-0.000222,-0.000222,-0.000222,0.0003996,8.88E-05,0.0003996,-0.000222
-0.000333,-0.000333,-0.000333,0.000444,5.55E-05,5.55E-05,0.000444
-0.000888001,-0.000888001,-0.000888001,0.001598402,0.0003552,0.0003552,0.0003552
-0.000799201,-0.000799201,-0.000799201,0.001998002,0.000599401,0.000599401,-0.000799201
-0.000222,-0.000222,-0.000222,0.0003996,8.88E-05,-0.000222,0.0003996
-0.000799201,-0.000799201,-0.000799201,0.001998002,0.000599401,-0.000799201,0.000599401
-0.000999001,-0.000999001,-0.000999001,0.003663004,0.001332001,-0.000999001,-0.000999001
-8.33E-05,-8.33E-05,-8.33E-05,0.000111,-8.33E-05,0.000111,0.000111
-0.000222,-0.000222,-0.000222,0.0003996,-0.000222,0.0003996,8.88E-05
-0.0001998,-0.0001998,-0.0001998,0.0004995,-0.0001998,0.0004995,-0.0001998
-0.000222,-0.000222,-0.000222,0.0003996,-0.000222,8.88E-05,0.0003996
-0.000799201,-0.000799201,-0.000799201,0.001998002,-0.000799201,0.000599401,0.000599401
-0.000999001,-0.000999001,-0.000999001,0.003663004,-0.000999001,0.001332001,-0.000999001
-0.0001998,-0.0001998,-0.0001998,0.0004995,-0.0001998,-0.0001998,0.0004995
-0.000999001,-0.000999001,-0.000999001,0.003663004,-0.000999001,-0.000999001,0.001332001
-0.001831502,-0.001831502,-0.001831502,0.010989011,-0.001831502,-0.001831502,-0.001831502
-0.0001665,-0.0001665,-0.0001665,0,0.0001665,0.0001665,0.0001665
-0.000333,-0.000333,-0.000333,5.55E-05,0.000444,0.000444,5.55E-05
-0.000222,-0.000222,-0.000222,8.88E-05,0.0003996,0.0003996,-0.000222
-0.000333,-0.000333,-0.000333,5.55E-05,0.000444,5.55E-05,0.000444
-0.000888001,-0.000888001,-0.000888001,0.0003552,0.001598402,0.0003552,0.0003552
-0.000799201,-0.000799201,-0.000799201,0.000599401,0.001998002,0.000599401,-0.000799201
-0.000222,-0.000222,-0.000222,8.88E-05,0.0003996,-0.000222,0.0003996
-0.000799201,-0.000799201,-0.000799201,0.000599401,0.001998002,-0.000799201,0.000599401
-0.000999001,-0.000999001,-0.000999001,0.001332001,0.003663004,-0.000999001,-0.000999001
-0.000333,-0.000333,-0.000333,5.55E-05,5.55E-05,0.000444,0.000444
-0.000888001,-0.000888001,-0.000888001,0.0003552,0.0003552,0.001598402,0.0003552
-0.000799201,-0.000799201,-0.000799201,0.000599401,0.000599401,0.001998002,-0.000799201
-0.000888001,-0.000888001,-0.000888001,0.0003552,0.0003552,0.0003552,0.001598402
-0.003196803,-0.003196803,-0.003196803,0.002397602,0.002397602,0.002397602,0.002397602
-0.003996004,-0.003996004,-0.003996004,0.005328005,0.005328005,0.005328005,-0.003996004
-0.000799201,-0.000799201,-0.000799201,0.000599401,0.000599401,-0.000799201,0.001998002
-0.003996004,-0.003996004,-0.003996004,0.005328005,0.005328005,-0.003996004,0.005328005
-0.007326007,-0.007326007,-0.007326007,0.018315018,0.018315018,-0.007326007,-0.007326007
-0.000222,-0.000222,-0.000222,8.88E-05,-0.000222,0.0003996,0.0003996
-0.000799201,-0.000799201,-0.000799201,0.000599401,-0.000799201,0.001998002,0.000599401
-0.000999001,-0.000999001,-0.000999001,0.001332001,-0.000999001,0.003663004,-0.000999001
-0.000799201,-0.000799201,-0.000799201,0.000599401,-0.000799201,0.000599401,0.001998002
-0.003996004,-0.003996004,-0.003996004,0.005328005,-0.003996004,0.005328005,0.005328005
-0.007326007,-0.007326007,-0.007326007,0.018315018,-0.007326007,0.018315018,-0.007326007
-0.000999001,-0.000999001,-0.000999001,0.001332001,-0.000999001,-0.000999001,0.003663004
-0.007326007,-0.007326007,-0.007326007,0.018315018,-0.007326007,-0.007326007,0.018315018
-0.021978022,-0.021978022,-0.021978022,0.131868132,-0.021978022,-0.021978022,-0.021978022
-8.33E-05,-8.33E-05,-8.33E-05,-8.33E-05,0.000111,0.000111,0.000111
-0.000222,-0.000222,-0.000222,-0.000222,0.0003996,0.0003996,8.88E-05
-0.0001998,-0.0001998,-0.0001998,-0.0001998,0.0004995,0.0004995,-0.0001998
-0.000222,-0.000222,-0.000222,-0.000222,0.0003996,8.88E-05,0.0003996
-0.000799201,-0.000799201,-0.000799201,-0.000799201,0.001998002,0.000599401,0.000599401
-0.000999001,-0.000999001,-0.000999001,-0.000999001,0.003663004,0.001332001,-0.000999001
-0.0001998,-0.0001998,-0.0001998,-0.0001998,0.0004995,-0.0001998,0.0004995
-0.000999001,-0.000999001,-0.000999001,-0.000999001,0.003663004,-0.000999001,0.001332001
-0.001831502,-0.001831502,-0.001831502,-0.001831502,0.010989011,-0.001831502,-0.001831502
-0.000222,-0.000222,-0.000222,-0.000222,8.88E-05,0.0003996,0.0003996
-0.000799201,-0.000799201,-0.000799201,-0.000799201,0.000599401,0.001998002,0.000599401
-0.000999001,-0.000999001,-0.000999001,-0.000999001,0.001332001,0.003663004,-0.000999001
-0.000799201,-0.000799201,-0.000799201,-0.000799201,0.000599401,0.000599401,0.001998002
-0.003996004,-0.003996004,-0.003996004,-0.003996004,0.005328005,0.005328005,0.005328005
-0.007326007,-0.007326007,-0.007326007,-0.007326007,0.018315018,0.018315018,-0.007326007
-0.000999001,-0.000999001,-0.000999001,-0.000999001,0.001332001,-0.000999001,0.003663004
-0.007326007,-0.007326007,-0.007326007,-0.007326007,0.018315018,-0.007326007,0.018315018
-0.021978022,-0.021978022,-0.021978022,-0.021978022,0.131868132,-0.021978022,-0.021978022
-0.0001998,-0.0001998,-0.0001998,-0.0001998,-0.0001998,0.0004995,0.0004995
-0.000999001,-0.000999001,-0.000999001,-0.000999001,-0.000999001,0.003663004,0.001332001
-0.001831502,-0.001831502,-0.001831502,-0.001831502,-0.001831502,0.010989011,-0.001831502
-0.000999001,-0.000999001,-0.000999001,-0.000999001,-0.000999001,0.001332001,0.003663004
-0.007326007,-0.007326007,-0.007326007,-0.007326007,-0.007326007,0.018315018,0.018315018
-0.021978022,-0.021978022,-0.021978022,-0.021978022,-0.021978022,0.131868132,-0.021978022
-0.001831502,-0.001831502,-0.001831502,-0.001831502,-0.001831502,-0.001831502,0.010989011
-0.021978022,-0.021978022,-0.021978022,-0.021978022,-0.021978022,-0.021978022,0.131868132
-0.142857143,-0.142857143,-0.142857143,-0.142857143,-0.142857143,-0.142857143,-0.142857143
